open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume
2020-02-16,9908.62,10047.63,9649.72,9928.33,79.983205,2020-02-16 23:59:59.999,787512.08988384,8116,46.586487,459092.93166577
2020-02-17,9916.64,9952.62,9458.42,9708.77,127.362219,2020-02-17 23:59:59.999,1237853.08970092,14365,88.204738,858145.11984702
2020-02-18,9698.24,10249.17,9593.22,10158.14,99.603428,2020-02-18 23:59:59.999,984365.90659168,10126,57.826156,570424.78362888
2020-02-19,10167.94,10512.0,9400.0,9601.99,122.651752,2020-02-19 23:59:59.999,1210823.73508672,5451,56.861441,563760.993286
2020-02-20,9588.19,9686.42,9410.02,9608.23,59.479937,2020-02-20 23:59:59.999,569596.93964091,3257,27.591279,264152.46270049
2020-02-21,9587.23,9761.24,9571.64,9670.0,42.660383,2020-02-21 23:59:59.999,412771.28750856,2620,23.636739,228776.19089914
2020-02-22,9675.78,9702.82,9558.25,9664.01,19.105039,2020-02-22 23:59:59.999,184155.64779442,940,9.59885,92586.67963771
2020-02-23,9656.4,10002.98,9656.4,9949.57,34.398361,2020-02-23 23:59:59.999,339482.20902887,1610,21.103681,208152.95628124
2020-02-24,9945.64,9993.8,9487.44,9657.21,72.471237,2020-02-24 23:59:59.999,703023.56708498,2756,39.607121,384058.7723062
2020-02-25,9665.52,9669.54,9256.66,9319.74,70.055603,2020-02-25 23:59:59.999,661863.66975672,2444,37.39816,353788.80931062
